CMS1_Pval	CMS2_Pval	CMS3_Pval	CMS4_Pval	CMS	min_Pval	classifier
gse17536.GSM437199	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse17536.GSM437200	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437201	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse17536.GSM437202	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
gse17536.GSM437203	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse17536.GSM437204	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse17536.GSM437205	1	0.073071856	0.658974359	0.908340934	NA	0.073071856	CMS4
gse17536.GSM437206	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437207	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
gse17536.GSM437208	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437209	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
gse17536.GSM437210	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse17536.GSM437211	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse17536.GSM437212	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse17536.GSM437213	1	0.073071856	0.204273504	1	NA	0.073071856	CMS2
gse17536.GSM437214	1	0.000283774	1	1	CMS2	0.000283774	CMS4
gse17536.GSM437215	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
gse17536.GSM437216	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
gse17536.GSM437217	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437218	0.816681869	0.073071856	0.658974359	1	NA	0.073071856	NOLBL
gse17536.GSM437219	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437220	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
gse17536.GSM437221	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse17536.GSM437222	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse17536.GSM437223	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
gse17536.GSM437224	0.011070572	0.937285903	1	0.908340934	CMS1	0.011070572	CMS1
gse17536.GSM437225	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
gse17536.GSM437226	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse17536.GSM437227	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
gse17536.GSM437228	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437229	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	NOLBL
gse17536.GSM437230	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
gse17536.GSM437231	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437232	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
gse17536.GSM437233	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
gse17536.GSM437234	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse17536.GSM437235	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse17536.GSM437236	0.100932401	0.67678119	0.658974359	1	NA	0.100932401	NOLBL
gse17536.GSM437237	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437238	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
gse17536.GSM437239	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437240	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437241	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse17536.GSM437242	0.100932401	1	0.204273504	0.908340934	NA	0.100932401	NOLBL
gse17536.GSM437243	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437244	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437245	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437246	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437247	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse17536.GSM437248	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437249	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437250	0.816681869	1	0.658974359	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437251	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437252	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
gse17536.GSM437253	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
gse17536.GSM437254	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	NOLBL
gse17536.GSM437255	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
gse17536.GSM437256	0.100932401	0.937285903	0.204273504	1	NA	0.100932401	NOLBL
gse17536.GSM437257	1	0.937285903	1	0.003689065	CMS4	0.003689065	NA
gse17536.GSM437258	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
gse17536.GSM437259	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437260	1	0.3046316	0.204273504	0.908340934	NA	0.204273504	NOLBL
gse17536.GSM437261	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437262	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437263	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse17536.GSM437264	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437265	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437266	1	0.937285903	0.000854701	0.908340934	CMS3	0.000854701	CMS3
gse17536.GSM437267	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
gse17536.GSM437268	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437269	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358342	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse14333.GSM358343	1	0.073071856	1	0.594081281	NA	0.073071856	CMS2
gse14333.GSM358344	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse14333.GSM358345	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
gse14333.GSM358354	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
gse14333.GSM358355	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
gse14333.GSM358357	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
gse14333.GSM358359	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse14333.GSM358362	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
gse14333.GSM358363	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358364	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse14333.GSM358369	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
gse14333.GSM358370	0.816681869	0.3046316	0.204273504	1	NA	0.204273504	NOLBL
gse14333.GSM358371	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358372	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358373	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358374	1	0.937285903	0.000854701	0.908340934	CMS3	0.000854701	CMS3
gse14333.GSM358375	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
gse14333.GSM358376	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
gse14333.GSM358377	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
gse14333.GSM358378	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358379	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358380	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358381	0.404216074	0.937285903	0.024786325	1	CMS3	0.024786325	CMS3
gse14333.GSM358382	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse14333.GSM358383	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
gse14333.GSM358384	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358386	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358387	0.100932401	1	1	0.227445019	NA	0.100932401	NOLBL
gse14333.GSM358389	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse14333.GSM358390	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse14333.GSM358394	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358395	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
gse14333.GSM358399	0.011070572	0.67678119	1	1	CMS1	0.011070572	CMS1
gse14333.GSM358402	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358403	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse14333.GSM358406	0.404216074	0.67678119	0.658974359	0.908340934	NA	0.404216074	NOLBL
gse14333.GSM358407	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse14333.GSM358409	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse14333.GSM358413	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358416	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358421	1	0.67678119	0.658974359	0.227445019	NA	0.227445019	NOLBL
gse14333.GSM358422	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
gse14333.GSM358426	0.100932401	0.937285903	1	0.594081281	NA	0.100932401	NOLBL
gse14333.GSM358428	0.816681869	1	0.000854701	0.908340934	CMS3	0.000854701	CMS3
gse14333.GSM358439	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse14333.GSM358440	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
gse14333.GSM358442	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
gse14333.GSM358443	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
gse14333.GSM358444	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
gse14333.GSM358445	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
gse14333.GSM358446	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
gse14333.GSM358447	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
gse14333.GSM358448	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358449	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358450	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
gse14333.GSM358451	0.404216074	0.937285903	0.024786325	1	CMS3	0.024786325	CMS3
gse14333.GSM358452	1	0.073071856	0.204273504	1	NA	0.073071856	CMS3
gse14333.GSM358453	0.100932401	0.937285903	0.204273504	1	NA	0.100932401	NOLBL
gse14333.GSM358454	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse14333.GSM358455	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
gse14333.GSM358456	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358457	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse14333.GSM358458	0.00042904	0.937285903	1	1	CMS1	0.00042904	CMS1
gse14333.GSM358459	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
gse14333.GSM358460	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358461	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358462	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358463	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse14333.GSM358464	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
gse14333.GSM358465	0.816681869	0.007945678	1	1	CMS2	0.007945678	NOLBL
gse14333.GSM358466	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358467	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358468	1	0.073071856	0.658974359	0.908340934	NA	0.073071856	NOLBL
gse14333.GSM358469	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
gse14333.GSM358470	0.404216074	1	0.204273504	0.594081281	NA	0.204273504	NOLBL
gse14333.GSM358471	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358472	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358473	1	0.3046316	0.024786325	1	CMS3	0.024786325	CMS3
gse14333.GSM358474	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358475	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse14333.GSM358476	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse14333.GSM358477	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
gse14333.GSM358478	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse14333.GSM358480	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse14333.GSM358486	0.816681869	1	0.204273504	0.227445019	NA	0.204273504	CMS3
gse14333.GSM358490	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358492	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358502	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse14333.GSM358504	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
gse14333.GSM358512	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse14333.GSM358513	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358514	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358526	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358527	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
gse14333.GSM358530	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358532	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse14333.GSM358533	1	0.073071856	1	0.594081281	NA	0.073071856	CMS2
gse14333.GSM358535	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse14333.GSM358540	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358541	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse14333.GSM358542	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358543	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
gse14333.GSM358544	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358545	1	0.073071856	0.204273504	1	NA	0.073071856	CMS3
gse14333.GSM358546	0.100932401	0.937285903	1	0.594081281	NA	0.100932401	NOLBL
gse14333.GSM358547	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358548	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
gse14333.GSM358549	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
gse14333.GSM358550	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358551	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse14333.GSM358552	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358553	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse14333.GSM358554	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse14333.GSM358555	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
gse14333.GSM358556	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358557	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse14333.GSM358558	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
gse14333.GSM358559	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
gse14333.GSM358560	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
gse14333.GSM358561	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
gse14333.GSM358562	0.816681869	0.073071856	0.658974359	1	NA	0.073071856	CMS2
gse14333.GSM358563	1	0.67678119	0.204273504	0.594081281	NA	0.204273504	NOLBL
gse14333.GSM358564	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
gse14333.GSM358565	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358566	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
gse14333.GSM358567	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358568	1	0.67678119	0.658974359	0.227445019	NA	0.227445019	NOLBL
gse14333.GSM358569	0.404216074	0.3046316	0.658974359	1	NA	0.3046316	NOLBL
gse14333.GSM358570	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse14333.GSM358573	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse14333.GSM358575	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358582	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358591	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358599	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
gse14333.GSM358600	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse14333.GSM358608	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse14333.GSM358611	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse14333.GSM358612	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358613	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358614	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	NOLBL
gse14333.GSM358615	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358616	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
gse14333.GSM358617	1	0.007945678	1	0.908340934	CMS2	0.007945678	NOLBL
gse14333.GSM358618	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358619	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358620	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
gse14333.GSM358621	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse14333.GSM358622	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
gse14333.GSM358623	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358624	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse14333.GSM358625	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse14333.GSM358626	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
gse14333.GSM358627	0.011070572	0.67678119	1	1	CMS1	0.011070572	CMS1
gse14333.GSM358628	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
gse14333.GSM358629	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
gse14333.GSM358630	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
agendia_gse42284.6001656	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
agendia_gse42284.7000707	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
agendia_gse42284.7000704	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
agendia_gse42284.7000682	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
agendia_gse42284.7000703	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000715	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000681	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000679	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
agendia_gse42284.7000675	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000702	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000678	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000677	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
agendia_gse42284.7000676	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000698	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
agendia_gse42284.7000671	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000697	0.816681869	0.007945678	1	1	CMS2	0.007945678	NOLBL
agendia_gse42284.7000669	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000713	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
agendia_gse42284.7000666	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
agendia_gse42284.7000694	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000665	0.100932401	0.937285903	0.204273504	1	NA	0.100932401	NOLBL
agendia_gse42284.7000719	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
agendia_gse42284.7000691	0.100932401	1	1	0.227445019	NA	0.100932401	CMS4
agendia_gse42284.7000690	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000689	0.816681869	0.937285903	0.024786325	0.908340934	CMS3	0.024786325	CMS3
agendia_gse42284.7000693	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000687	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000706	0.100932401	1	1	0.227445019	NA	0.100932401	NOLBL
agendia_gse42284.7000683	0.100932401	1	1	0.227445019	NA	0.100932401	CMS4
agendia_gse42284.7000672	0.011070572	1	0.658974359	0.908340934	CMS1	0.011070572	CMS1
agendia_gse42284.7000699	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000718	1	0.073071856	0.204273504	1	NA	0.073071856	CMS2
agendia_gse42284.7000667	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000692	0.100932401	1	1	0.227445019	NA	0.100932401	NOLBL
agendia_gse42284.6001653	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000696	0.816681869	0.3046316	0.204273504	1	NA	0.204273504	CMS3
agendia_gse42284.7000701	0.100932401	1	1	0.227445019	NA	0.100932401	CMS4
agendia_gse42284.7000700	0.816681869	0.3046316	1	0.594081281	NA	0.3046316	NOLBL
agendia_gse42284.7000686	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	NOLBL
agendia_gse42284.7000708	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
agendia_gse42284.7000688	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000710	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000709	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000711	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7000674	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
agendia_gse42284.7000714	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
agendia_gse42284.7000673	0.404216074	0.073071856	1	1	NA	0.073071856	CMS2
agendia_gse42284.7000712	0.100932401	1	1	0.227445019	NA	0.100932401	CMS4
agendia_gse42284.6000858	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	CMS4
agendia_gse42284.6000862	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
agendia_gse42284.6000889	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.6000884	1	0.073071856	1	0.594081281	NA	0.073071856	CMS4
agendia_gse42284.6000870	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.6000910	1	0.000283774	1	1	CMS2	0.000283774	NA
agendia_gse42284.6000961	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7001408	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
agendia_gse42284.7001410	1	0.073071856	1	0.594081281	NA	0.073071856	CMS4
agendia_gse42284.7001407	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
agendia_gse42284.7001409	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.7001411	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.6001269	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
agendia_gse42284.6001249	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
agendia_gse42284.6001250	0.100932401	1	0.204273504	0.908340934	NA	0.100932401	NOLBL
agendia_gse42284.6001231	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.6001251	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
agendia_gse42284.6001321	1	0.937285903	0.000854701	0.908340934	CMS3	0.000854701	CMS3
agendia_gse42284.6001232	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.6001258	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS4
agendia_gse42284.6001233	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.6001234	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.6001259	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.6001235	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
agendia_gse42284.6001316	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
agendia_gse42284.6001252	1	1	0.658974359	0.003689065	CMS4	0.003689065	CMS4
agendia_gse42284.6001219	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.6001273	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
agendia_gse42284.6001253	1	0.000283774	1	1	CMS2	0.000283774	NOLBL
agendia_gse42284.6001274	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.6001220	1	0.073071856	0.204273504	1	NA	0.073071856	CMS3
agendia_gse42284.6001270	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
agendia_gse42284.6001277	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
agendia_gse42284.6001236	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
agendia_gse42284.6001261	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
agendia_gse42284.6001262	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.6001254	0.00042904	0.937285903	1	1	CMS1	0.00042904	CMS1
agendia_gse42284.6001237	0.404216074	0.67678119	0.204273504	1	NA	0.204273504	NOLBL
agendia_gse42284.6001263	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
agendia_gse42284.6001255	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_gse42284.6001264	1	0.073071856	0.204273504	1	NA	0.073071856	CMS2
agendia_gse42284.6001238	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
agendia_gse42284.6001224	0.816681869	0.007945678	1	1	CMS2	0.007945678	NOLBL
